invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,year,month,day
231,WALM007,Arlington,"Fashion accessories",81.37,2,2019-01-26,19:28:00,Cash,6.5,0.48,2019,1,26
232,WALM024,Carrollton,"Electronic accessories",10.59,3,2019-03-12,13:52:00,"Credit card",8.7,0.48,2019,3,12
233,WALM059,Pflugerville,"Health and beauty",84.09,9,2019-02-11,10:54:00,Cash,8,0.33,2019,2,11
234,WALM045,"Missouri City","Fashion accessories",73.82,4,2019-02-21,18:31:00,"Credit card",6.7,0.48,2019,2,21
235,WALM069,Rockwall,"Health and beauty",51.94,10,2019-03-09,18:24:00,Ewallet,6.5,0.33,2019,3,9
236,WALM084,Schertz,"Sports and travel",93.14,2,2019-01-20,18:09:00,Ewallet,4.1,0.33,2019,1,20
237,WALM068,Burleson,"Health and beauty",17.41,5,2019-01-28,15:16:00,"Credit card",4.9,0.33,2019,1,28
238,WALM023,Midland,"Fashion accessories",44.22,5,2019-03-05,17:07:00,"Credit card",8.6,0.48,2019,3,5
239,WALM040,Edinburg,"Electronic accessories",13.22,5,2019-03-02,19:26:00,Cash,4.3,0.48,2019,3,2
240,WALM085,Kerrville,"Fashion accessories",89.69,1,2019-01-11,11:20:00,Ewallet,4.9,0.33,2019,1,11
241,WALM009,Plano,"Food and beverages",24.94,9,2019-01-11,16:49:00,"Credit card",5.6,0.48,2019,1,11
242,WALM100,Canyon,"Health and beauty",59.77,2,2019-03-11,12:01:00,"Credit card",5.8,0.18,2019,3,11
243,WALM077,Coppell,"Fashion accessories",93.2,2,2019-02-28,18:37:00,"Credit card",6,0.33,2019,2,28
244,WALM034,"College Station","Home and lifestyle",62.65,4,2019-01-05,11:25:00,Cash,4.2,0.48,2019,1,5
245,WALM070,Hurst,"Home and lifestyle",93.87,8,2019-02-02,18:42:00,"Credit card",8.3,0.33,2019,2,2
246,WALM021,McAllen,"Home and lifestyle",47.59,8,2019-01-01,14:47:00,Cash,5.7,0.48,2019,1,1
247,WALM044,Pharr,"Electronic accessories",81.4,3,2019-02-09,19:43:00,Cash,4.8,0.48,2019,2,9
248,WALM055,Waxahachie,"Fashion accessories",17.94,5,2019-01-23,14:04:00,Ewallet,6.8,0.33,2019,1,23
249,WALM019,Pasadena,"Electronic accessories",77.72,4,2019-01-07,16:11:00,"Credit card",8.8,0.48,2019,1,7
250,WALM026,Denton,"Food and beverages",73.06,7,2019-01-14,19:06:00,"Credit card",4.2,0.48,2019,1,14
251,WALM033,Pearland,"Food and beverages",46.55,9,2019-02-02,15:34:00,Ewallet,6.4,0.48,2019,2,2
252,WALM078,"Del Rio","Fashion accessories",35.19,10,2019-03-17,19:06:00,"Credit card",8.4,0.33,2019,3,17
253,WALM066,Grapevine,"Sports and travel",14.39,2,2019-03-02,19:44:00,"Credit card",7.2,0.33,2019,3,2
254,WALM011,Lubbock,"Home and lifestyle",23.75,4,2019-03-16,11:22:00,Cash,5.2,0.48,2019,3,16
255,WALM016,Brownsville,"Home and lifestyle",58.9,8,2019-01-06,11:23:00,Cash,8.9,0.48,2019,1,6
256,WALM048,Harlingen,"Fashion accessories",32.62,4,2019-01-29,14:12:00,Cash,9,0.48,2019,1,29
257,WALM067,"Haltom City","Electronic accessories",66.35,1,2019-01-31,10:46:00,"Credit card",9.7,0.33,2019,1,31
258,WALM049,"North Richland Hills","Home and lifestyle",25.91,6,2019-02-05,10:16:00,Ewallet,8.7,0.48,2019,2,5
259,WALM029,"Round Rock","Electronic accessories",32.25,4,2019-02-13,12:38:00,Ewallet,6.5,0.48,2019,2,13
260,WALM100,Canyon,"Electronic accessories",65.94,4,2019-02-07,13:05:00,"Credit card",6.9,0.18,2019,2,7
261,WALM074,Weslaco,"Electronic accessories",75.06,9,2019-03-19,13:25:00,Cash,6.2,0.33,2019,3,19
262,WALM019,Pasadena,"Fashion accessories",16.45,4,2019-03-07,14:53:00,Ewallet,5.6,0.48,2019,3,7
263,WALM022,Mesquite,"Fashion accessories",38.3,4,2019-03-13,19:22:00,Cash,5.7,0.48,2019,3,13
264,WALM099,Weatherford,"Sports and travel",22.24,10,2019-02-09,11:00:00,Cash,4.2,0.18,2019,2,9
265,WALM095,"Big Spring","Sports and travel",54.45,1,2019-02-26,19:24:00,Ewallet,7.9,0.33,2019,2,26
266,WALM075,"San Marcos","Sports and travel",98.4,7,2019-03-12,12:43:00,"Credit card",8.7,0.33,2019,3,12
267,WALM072,Lancaster,"Home and lifestyle",35.47,4,2019-03-14,17:22:00,"Credit card",6.9,0.33,2019,3,14
268,WALM081,Friendswood,"Food and beverages",74.6,10,2019-01-08,20:55:00,Cash,9.5,0.33,2019,1,8
269,WALM001,Houston,"Home and lifestyle",70.74,4,2019-01-05,16:05:00,"Credit card",4.4,0.36,2019,1,5
270,WALM001,Houston,"Home and lifestyle",35.54,10,2019-01-04,13:34:00,Ewallet,7,0.36,2019,1,4
271,WALM069,Rockwall,"Sports and travel",67.43,5,2019-03-06,18:13:00,Ewallet,6.3,0.33,2019,3,6
272,WALM027,Abilene,"Health and beauty",21.12,2,2019-01-03,19:17:00,Cash,9.7,0.48,2019,1,3
273,WALM094,Alamo,"Home and lifestyle",21.54,9,2019-01-07,11:44:00,"Credit card",8.8,0.33,2019,1,7
274,WALM025,Waco,"Home and lifestyle",12.03,2,2019-01-27,15:51:00,Cash,5.1,0.48,2019,1,27
275,WALM042,Bryan,"Health and beauty",99.71,6,2019-02-26,16:52:00,Ewallet,7.9,0.48,2019,2,26
276,WALM056,Rowlett,"Fashion accessories",47.97,7,2019-01-07,20:52:00,Cash,6.2,0.33,2019,1,7
277,WALM027,Abilene,"Home and lifestyle",21.82,10,2019-01-07,17:36:00,Cash,7.1,0.48,2019,1,7
278,WALM046,Temple,"Fashion accessories",95.42,4,2019-02-02,13:23:00,Ewallet,6.4,0.48,2019,2,2
279,WALM091,"Little Elm","Fashion accessories",70.99,10,2019-03-20,16:28:00,Cash,5.7,0.33,2019,3,20
280,WALM051,"New Braunfels","Sports and travel",44.02,10,2019-03-20,19:57:00,"Credit card",9.6,0.48,2019,3,20
281,WALM073,Seguin,"Home and lifestyle",69.96,8,2019-02-15,17:01:00,"Credit card",6.4,0.33,2019,2,15
282,WALM036,Allen,"Home and lifestyle",37,1,2019-03-06,13:29:00,"Credit card",7.9,0.48,2019,3,6
283,WALM097,Alice,"Sports and travel",15.34,1,2019-01-06,11:09:00,Cash,6.5,0.18,2019,1,6
284,WALM030,Richardson,"Health and beauty",99.83,6,2019-03-04,15:02:00,Ewallet,8.5,0.48,2019,3,4
285,WALM079,"La Porte","Health and beauty",47.67,4,2019-03-12,14:21:00,Cash,9.1,0.33,2019,3,12
286,WALM052,Mansfield,"Health and beauty",66.68,5,2019-02-20,18:01:00,Cash,7.6,0.57,2019,2,20
287,WALM010,Laredo,"Home and lifestyle",74.86,1,2019-03-24,14:49:00,Cash,6.9,0.48,2019,3,24
288,WALM079,"La Porte","Sports and travel",23.75,9,2019-01-31,12:02:00,Cash,9.5,0.33,2019,1,31
289,WALM094,Alamo,"Food and beverages",48.51,7,2019-01-25,13:30:00,"Credit card",5.2,0.33,2019,1,25
290,WALM074,Weslaco,"Home and lifestyle",94.88,7,2019-02-03,14:38:00,Cash,4.2,0.33,2019,2,3
291,WALM017,McKinney,"Electronic accessories",40.3,10,2019-01-24,17:37:00,"Credit card",7,0.48,2019,1,24
292,WALM040,Edinburg,"Electronic accessories",27.85,7,2019-03-14,17:20:00,Ewallet,6,0.48,2019,3,14
293,WALM007,Arlington,"Electronic accessories",62.48,1,2019-02-18,20:29:00,Cash,4.7,0.48,2019,2,18
294,WALM015,"Grand Prairie","Food and beverages",36.36,2,2019-01-21,10:00:00,Cash,7.1,0.48,2019,1,21
295,WALM023,Midland,"Health and beauty",18.11,10,2019-03-13,11:46:00,Ewallet,5.9,0.48,2019,3,13
296,WALM014,Amarillo,"Electronic accessories",51.92,5,2019-03-03,13:42:00,Cash,7.5,0.48,2019,3,3
297,WALM036,Allen,"Electronic accessories",28.84,4,2019-03-29,14:44:00,Cash,6.4,0.48,2019,3,29
298,WALM085,Kerrville,"Home and lifestyle",78.38,6,2019-01-10,14:16:00,Ewallet,5.8,0.33,2019,1,10
299,WALM095,"Big Spring","Home and lifestyle",60.01,4,2019-01-25,15:54:00,Cash,4.5,0.33,2019,1,25
300,WALM017,McKinney,"Home and lifestyle",88.61,1,2019-01-19,10:21:00,Cash,7.7,0.48,2019,1,19
301,WALM100,Canyon,"Fashion accessories",99.82,2,2019-01-02,18:09:00,"Credit card",6.7,0.18,2019,1,2
302,WALM048,Harlingen,"Health and beauty",39.01,1,2019-03-12,16:46:00,"Credit card",4.7,0.48,2019,3,12
303,WALM031,Lewisville,"Food and beverages",48.61,1,2019-02-25,15:31:00,Cash,4.4,0.48,2019,2,25
304,WALM026,Denton,"Electronic accessories",51.19,4,2019-03-18,17:15:00,"Credit card",4.7,0.48,2019,3,18
305,WALM045,"Missouri City","Electronic accessories",14.96,8,2019-02-23,12:29:00,"Credit card",8.6,0.48,2019,2,23
306,WALM053,Conroe,"Electronic accessories",72.2,7,2019-03-26,20:14:00,Ewallet,4.3,0.21,2019,3,26
307,WALM088,Cleburne,"Sports and travel",40.23,7,2019-03-30,13:22:00,Cash,9.6,0.33,2019,3,30
308,WALM066,Grapevine,"Home and lifestyle",88.79,8,2019-02-17,17:09:00,Cash,4.1,0.33,2019,2,17
309,WALM033,Pearland,"Electronic accessories",26.48,3,2019-03-21,10:40:00,Ewallet,4.7,0.48,2019,3,21
310,WALM012,Garland,"Fashion accessories",81.91,2,2019-03-05,17:43:00,Cash,7.8,0.48,2019,3,5
311,WALM036,Allen,"Sports and travel",79.93,6,2019-01-31,14:04:00,Cash,5.5,0.48,2019,1,31
312,WALM076,Huntsville,"Fashion accessories",69.33,2,2019-02-05,19:05:00,Ewallet,9.7,0.33,2019,2,5
313,WALM012,Garland,"Food and beverages",14.23,5,2019-02-01,10:08:00,"Credit card",4.4,0.48,2019,2,1
314,WALM026,Denton,"Health and beauty",15.55,9,2019-03-07,13:12:00,Cash,5,0.48,2019,3,7
315,WALM075,"San Marcos","Electronic accessories",78.13,10,2019-02-10,20:51:00,Cash,4.4,0.33,2019,2,10
316,WALM030,Richardson,"Food and beverages",99.37,2,2019-02-14,17:29:00,Cash,5.2,0.48,2019,2,14
317,WALM012,Garland,"Food and beverages",21.08,3,2019-02-09,10:25:00,Cash,7.3,0.48,2019,2,9
318,WALM091,"Little Elm","Electronic accessories",74.79,5,2019-01-10,11:34:00,Cash,4.9,0.33,2019,1,10
319,WALM048,Harlingen,"Health and beauty",29.67,7,2019-03-11,18:58:00,"Credit card",8.1,0.48,2019,3,11
320,WALM059,Pflugerville,"Health and beauty",44.07,4,2019-02-18,16:28:00,Ewallet,8.4,0.33,2019,2,18
321,WALM065,"Texas City","Food and beverages",22.93,9,2019-02-26,20:26:00,Cash,5.5,0.33,2019,2,26
322,WALM016,Brownsville,"Health and beauty",39.42,1,2019-01-18,15:08:00,Cash,8.4,0.48,2019,1,18
323,WALM037,"League City","Health and beauty",15.26,6,2019-02-15,18:03:00,Ewallet,9.8,0.48,2019,2,15
324,WALM010,Laredo,"Fashion accessories",61.77,5,2019-03-08,13:21:00,Cash,6.7,0.48,2019,3,8
325,WALM086,Rosenberg,"Home and lifestyle",21.52,6,2019-01-17,12:48:00,"Credit card",9.4,0.33,2019,1,17
326,WALM088,Cleburne,"Sports and travel",97.74,4,2019-03-12,19:53:00,Ewallet,6.4,0.33,2019,3,12
327,WALM069,Rockwall,"Food and beverages",99.78,5,2019-03-09,19:09:00,Cash,5.4,0.33,2019,3,9
328,WALM057,Euless,"Food and beverages",94.26,4,2019-03-12,16:30:00,Cash,8.6,0.33,2019,3,12
329,WALM052,Mansfield,"Health and beauty",51.13,4,2019-01-25,10:11:00,"Credit card",4,0.57,2019,1,25
330,WALM063,Georgetown,"Electronic accessories",36.36,4,2019-03-25,13:07:00,Cash,7.6,0.33,2019,3,25
331,WALM071,Lufkin,"Home and lifestyle",22.02,9,2019-02-07,18:48:00,Cash,6.8,0.33,2019,2,7
332,WALM076,Huntsville,"Food and beverages",32.9,3,2019-02-17,17:27:00,"Credit card",9.1,0.33,2019,2,17
333,WALM070,Hurst,"Fashion accessories",77.02,5,2019-02-03,15:59:00,Cash,5.5,0.33,2019,2,3
334,WALM034,"College Station","Food and beverages",23.48,2,2019-03-14,11:21:00,"Credit card",7.9,0.48,2019,3,14
335,WALM089,Southlake,"Sports and travel",14.7,5,2019-03-24,13:48:00,Ewallet,8.5,0.33,2019,3,24
336,WALM032,Tyler,"Electronic accessories",28.45,5,2019-03-21,10:17:00,"Credit card",9.1,0.48,2019,3,21
337,WALM024,Carrollton,"Fashion accessories",76.4,9,2019-03-19,15:49:00,Ewallet,7.5,0.48,2019,3,19
338,WALM100,Canyon,"Sports and travel",57.95,6,2019-02-24,13:02:00,Cash,5.2,0.18,2019,2,24
339,WALM016,Brownsville,"Electronic accessories",47.65,3,2019-03-28,12:58:00,"Credit card",9.5,0.48,2019,3,28
340,WALM051,"New Braunfels","Food and beverages",42.82,9,2019-02-05,15:26:00,"Credit card",8.9,0.48,2019,2,5
341,WALM014,Amarillo,"Electronic accessories",48.09,3,2019-02-10,18:23:00,"Credit card",7.8,0.48,2019,2,10
342,WALM030,Richardson,"Health and beauty",55.97,7,2019-03-05,19:06:00,Ewallet,8.9,0.48,2019,3,5
343,WALM037,"League City","Health and beauty",76.9,7,2019-02-15,20:21:00,Cash,7.7,0.48,2019,2,15
344,WALM045,"Missouri City","Food and beverages",97.03,5,2019-01-30,16:24:00,"Credit card",9.3,0.48,2019,1,30
345,WALM007,Arlington,"Sports and travel",44.65,3,2019-02-14,15:04:00,Cash,6.2,0.48,2019,2,14
346,WALM057,Euless,"Fashion accessories",77.93,9,2019-02-27,16:10:00,Ewallet,7.6,0.33,2019,2,27
347,WALM096,"Eagle Pass","Electronic accessories",71.95,1,2019-02-04,12:14:00,Cash,7.3,0.18,2019,2,4
348,WALM066,Grapevine,"Home and lifestyle",89.25,8,2019-01-20,10:13:00,Cash,4.7,0.33,2019,1,20
349,WALM095,"Big Spring","Electronic accessories",26.02,7,2019-03-28,17:38:00,Cash,5.1,0.33,2019,3,28
350,WALM087,Waxahachie,"Health and beauty",13.5,10,2019-02-27,11:06:00,"Credit card",4.8,0.33,2019,2,27
351,WALM017,McKinney,"Fashion accessories",99.3,10,2019-02-15,14:53:00,"Credit card",6.6,0.48,2019,2,15
352,WALM029,"Round Rock","Electronic accessories",51.69,7,2019-01-26,18:22:00,Cash,5.5,0.48,2019,1,26
353,WALM098,"Mineral Wells","Fashion accessories",54.73,7,2019-03-14,19:02:00,"Credit card",8.5,0.18,2019,3,14
354,WALM019,Pasadena,"Home and lifestyle",27,9,2019-03-02,14:16:00,Cash,4.8,0.48,2019,3,2
355,WALM082,Weslaco,"Electronic accessories",30.24,1,2019-03-04,15:44:00,Cash,8.4,0.33,2019,3,4
356,WALM090,Brownwood,"Food and beverages",89.14,4,2019-01-07,12:20:00,"Credit card",7.8,0.33,2019,1,7
357,WALM028,Odessa,"Fashion accessories",37.55,10,2019-03-08,20:01:00,"Credit card",9.3,0.48,2019,3,8
358,WALM017,McKinney,"Sports and travel",95.44,10,2019-01-09,13:45:00,Cash,5.2,0.48,2019,1,9
359,WALM070,Hurst,"Electronic accessories",27.5,3,2019-03-01,15:40:00,Ewallet,6.5,0.33,2019,3,1
360,WALM081,Friendswood,"Sports and travel",74.97,1,2019-03-16,16:58:00,Cash,5.6,0.33,2019,3,16
361,WALM010,Laredo,"Food and beverages",80.96,8,2019-02-17,11:12:00,"Credit card",7.4,0.48,2019,2,17
362,WALM070,Hurst,"Food and beverages",94.47,8,2019-02-27,15:12:00,Cash,9.1,0.33,2019,2,27
363,WALM002,Dallas,"Food and beverages",99.79,2,2019-03-07,20:37:00,Ewallet,8,0.36,2019,3,7
364,WALM089,Southlake,"Home and lifestyle",73.22,6,2019-01-21,17:44:00,Cash,7.2,0.33,2019,1,21
365,WALM037,"League City","Food and beverages",41.24,4,2019-02-19,16:23:00,Cash,7.1,0.48,2019,2,19
366,WALM079,"La Porte","Fashion accessories",81.68,4,2019-01-06,12:12:00,Cash,9.1,0.33,2019,1,6
367,WALM072,Lancaster,"Electronic accessories",51.32,9,2019-03-14,19:33:00,Cash,5.6,0.33,2019,3,14
368,WALM048,Harlingen,"Home and lifestyle",65.94,4,2019-03-24,10:29:00,Cash,6,0.48,2019,3,24
369,WALM026,Denton,"Sports and travel",14.36,10,2019-01-27,14:28:00,Cash,5.4,0.48,2019,1,27
370,WALM018,Frisco,"Electronic accessories",21.5,9,2019-03-06,12:46:00,"Credit card",7.8,0.48,2019,3,6
371,WALM005,"Fort Worth","Electronic accessories",26.26,7,2019-02-02,19:40:00,Cash,9.9,0.48,2019,2,2
372,WALM071,Lufkin,"Fashion accessories",60.96,2,2019-01-25,19:39:00,"Credit card",4.9,0.33,2019,1,25
373,WALM086,Rosenberg,"Home and lifestyle",70.11,6,2019-03-14,17:54:00,Ewallet,5.2,0.33,2019,3,14
374,WALM014,Amarillo,"Fashion accessories",42.08,6,2019-01-29,12:25:00,Cash,8.9,0.48,2019,1,29
375,WALM020,Killeen,"Home and lifestyle",67.09,5,2019-01-03,16:47:00,"Credit card",9.1,0.48,2019,1,3
376,WALM009,Plano,"Fashion accessories",96.7,5,2019-01-14,12:52:00,Ewallet,7,0.48,2019,1,14
377,WALM096,"Eagle Pass","Home and lifestyle",35.38,9,2019-01-05,19:50:00,"Credit card",9.6,0.33,2019,1,5
378,WALM037,"League City","Sports and travel",95.49,7,2019-02-22,18:17:00,Ewallet,8.7,0.48,2019,2,22
379,WALM009,Plano,"Fashion accessories",96.98,4,2019-02-06,17:20:00,Ewallet,9.4,0.48,2019,2,6
380,WALM045,"Missouri City","Electronic accessories",23.65,4,2019-01-30,13:32:00,"Credit card",4,0.48,2019,1,30
381,WALM047,"Flower Mound","Sports and travel",82.33,4,2019-01-11,10:37:00,"Credit card",7.5,0.48,2019,1,11
382,WALM008,"Corpus Christi","Electronic accessories",26.61,2,2019-03-19,14:35:00,Cash,4.2,0.48,2019,3,19
383,WALM061,"Cedar Park","Food and beverages",99.69,5,2019-01-14,12:09:00,Cash,9.9,0.33,2019,1,14
384,WALM091,"Little Elm","Food and beverages",74.89,4,2019-03-01,15:32:00,Ewallet,4.2,0.33,2019,3,1
385,WALM039,Longview,"Food and beverages",40.94,5,2019-01-06,13:58:00,Ewallet,9.9,0.48,2019,1,6
386,WALM084,Schertz,"Sports and travel",75.82,1,2019-01-31,13:19:00,Cash,5.8,0.33,2019,1,31
387,WALM006,"El Paso","Food and beverages",46.77,6,2019-03-11,13:37:00,Cash,6,0.48,2019,3,11
388,WALM034,"College Station","Health and beauty",32.32,10,2019-02-20,16:49:00,"Credit card",10,0.48,2019,2,20
389,WALM074,Weslaco,"Fashion accessories",54.07,9,2019-01-27,14:55:00,Cash,9.5,0.33,2019,1,27
390,WALM066,Grapevine,"Food and beverages",18.22,7,2019-03-10,14:04:00,"Credit card",6.6,0.33,2019,3,10
391,WALM021,McAllen,"Fashion accessories",80.48,3,2019-02-15,12:31:00,Cash,8.1,0.48,2019,2,15
392,WALM002,Dallas,"Fashion accessories",37.95,10,2019-01-26,14:51:00,Cash,9.7,0.36,2019,1,26
393,WALM020,Killeen,"Electronic accessories",76.82,1,2019-02-13,18:27:00,Ewallet,7.2,0.48,2019,2,13
394,WALM099,Weatherford,"Sports and travel",52.26,10,2019-03-09,12:45:00,"Credit card",6.2,0.18,2019,3,9
395,WALM045,"Missouri City","Health and beauty",79.74,1,2019-03-06,10:36:00,"Credit card",7.3,0.48,2019,3,6
396,WALM062,Galveston,"Health and beauty",77.5,5,2019-01-24,20:36:00,Ewallet,4.3,0.33,2019,1,24
397,WALM075,"San Marcos","Food and beverages",54.27,5,2019-03-13,14:16:00,Ewallet,4.6,0.33,2019,3,13
398,WALM092,"Lake Jackson","Home and lifestyle",13.59,9,2019-03-15,10:26:00,Cash,5.8,0.33,2019,3,15
399,WALM017,McKinney,"Health and beauty",41.06,6,2019-03-05,13:30:00,"Credit card",8.3,0.48,2019,3,5
400,WALM016,Brownsville,"Electronic accessories",19.24,9,2019-03-04,16:28:00,Cash,8,0.48,2019,3,4
401,WALM081,Friendswood,"Food and beverages",39.43,6,2019-03-25,20:18:00,"Credit card",9.4,0.33,2019,3,25
402,WALM084,Schertz,"Home and lifestyle",46.22,4,2019-03-12,20:04:00,"Credit card",6.2,0.33,2019,3,12
403,WALM030,Richardson,"Home and lifestyle",13.98,1,2019-02-04,13:38:00,Ewallet,9.8,0.48,2019,2,4
404,WALM010,Laredo,"Fashion accessories",39.75,5,2019-02-22,10:43:00,Ewallet,9.6,0.48,2019,2,22
405,WALM027,Abilene,"Fashion accessories",97.79,7,2019-02-16,17:30:00,Ewallet,4.9,0.48,2019,2,16
406,WALM095,"Big Spring","Sports and travel",67.26,4,2019-01-19,15:28:00,"Credit card",8,0.33,2019,1,19
407,WALM009,Plano,"Food and beverages",13.79,5,2019-01-11,19:07:00,"Credit card",7.8,0.48,2019,1,11
408,WALM051,"New Braunfels","Fashion accessories",68.71,4,2019-01-04,19:01:00,Cash,4.1,0.48,2019,1,4
409,WALM004,Austin,"Home and lifestyle",56.53,4,2019-03-04,19:48:00,Ewallet,5.5,0.48,2019,3,4
410,WALM047,"Flower Mound","Fashion accessories",23.82,5,2019-01-28,19:24:00,Ewallet,5.4,0.48,2019,1,28
411,WALM011,Lubbock,"Health and beauty",34.21,10,2019-01-02,13:00:00,Cash,5.1,0.48,2019,1,2
412,WALM094,Alamo,"Sports and travel",21.87,2,2019-01-25,14:29:00,Ewallet,6.9,0.33,2019,1,25
413,WALM005,"Fort Worth","Health and beauty",20.97,5,2019-01-04,13:21:00,Cash,7.8,0.48,2019,1,4
414,WALM061,"Cedar Park","Sports and travel",25.84,3,2019-03-10,18:55:00,Ewallet,6.6,0.33,2019,3,10
415,WALM074,Weslaco,"Home and lifestyle",50.93,8,2019-03-22,19:36:00,Cash,9.2,0.33,2019,3,22
416,WALM025,Waco,"Health and beauty",96.11,1,2019-01-25,16:28:00,Ewallet,7.8,0.48,2019,1,25
417,WALM035,"San Angelo","Home and lifestyle",45.38,4,2019-01-08,13:48:00,"Credit card",8.7,0.48,2019,1,8
418,WALM053,Conroe,"Health and beauty",81.51,1,2019-01-22,10:57:00,Ewallet,9.2,0.57,2019,1,22
419,WALM062,Galveston,"Health and beauty",57.22,2,2019-01-12,17:13:00,Ewallet,8.3,0.33,2019,1,12
420,WALM098,"Mineral Wells","Electronic accessories",25.22,7,2019-02-04,10:23:00,Cash,8.2,0.18,2019,2,4
421,WALM055,Waxahachie,"Food and beverages",38.6,3,2019-03-28,13:57:00,Ewallet,7.5,0.33,2019,3,28
422,WALM046,Temple,"Electronic accessories",84.05,3,2019-01-23,13:29:00,Cash,9.8,0.48,2019,1,23
423,WALM022,Mesquite,"Fashion accessories",97.21,10,2019-02-08,13:00:00,"Credit card",8.7,0.48,2019,2,8
424,WALM032,Tyler,"Fashion accessories",25.42,8,2019-03-19,19:42:00,"Credit card",6.7,0.48,2019,3,19
425,WALM022,Mesquite,"Fashion accessories",16.28,1,2019-03-09,15:36:00,Cash,5,0.48,2019,3,9
426,WALM048,Harlingen,"Fashion accessories",40.61,9,2019-01-02,13:40:00,Cash,7,0.48,2019,1,2
427,WALM100,Canyon,"Health and beauty",53.17,7,2019-01-21,18:01:00,Cash,8.9,0.18,2019,1,21
428,WALM039,Longview,"Food and beverages",20.87,3,2019-03-20,13:53:00,"Credit card",8,0.48,2019,3,20
429,WALM095,"Big Spring","Sports and travel",67.27,5,2019-02-27,17:27:00,Cash,6.9,0.33,2019,2,27
430,WALM003,"San Antonio","Home and lifestyle",90.65,10,2019-03-08,10:53:00,Ewallet,7.3,0.36,2019,3,8
431,WALM084,Schertz,"Fashion accessories",69.08,2,2019-01-31,19:48:00,"Credit card",6.9,0.33,2019,1,31
432,WALM010,Laredo,"Food and beverages",43.27,2,2019-03-08,16:53:00,Ewallet,5.7,0.48,2019,3,8
433,WALM062,Galveston,"Electronic accessories",23.46,6,2019-01-13,19:14:00,Ewallet,6.4,0.33,2019,1,13
434,WALM030,Richardson,"Fashion accessories",95.54,7,2019-03-09,14:36:00,"Credit card",9.6,0.48,2019,3,9
435,WALM075,"San Marcos","Fashion accessories",47.44,1,2019-02-22,18:19:00,"Credit card",6.8,0.33,2019,2,22
436,WALM044,Pharr,"Sports and travel",99.24,9,2019-03-19,19:09:00,Ewallet,9,0.48,2019,3,19
437,WALM009,Plano,"Sports and travel",82.93,4,2019-01-20,16:51:00,Ewallet,9.6,0.48,2019,1,20
438,WALM095,"Big Spring","Home and lifestyle",33.99,6,2019-03-08,15:37:00,"Credit card",7.7,0.33,2019,3,8
439,WALM090,Brownwood,"Food and beverages",17.04,4,2019-03-08,20:15:00,Ewallet,7,0.33,2019,3,8
440,WALM037,"League City","Electronic accessories",40.86,8,2019-02-07,14:38:00,"Credit card",6.5,0.48,2019,2,7
441,WALM097,Alice,"Food and beverages",17.44,5,2019-01-15,19:25:00,Cash,8.1,0.18,2019,1,15
442,WALM001,Houston,"Sports and travel",88.43,8,2019-03-22,19:35:00,"Credit card",4.3,0.36,2019,3,22
443,WALM029,"Round Rock","Home and lifestyle",89.21,9,2019-01-15,15:42:00,"Credit card",6.5,0.48,2019,1,15
444,WALM050,Victoria,"Fashion accessories",12.78,1,2019-01-08,14:11:00,Ewallet,9.5,0.48,2019,1,8
445,WALM069,Rockwall,"Sports and travel",19.1,7,2019-01-15,10:43:00,Cash,9.7,0.33,2019,1,15
446,WALM011,Lubbock,"Health and beauty",19.15,1,2019-01-28,17:58:00,"Credit card",9.5,0.48,2019,1,28
447,WALM027,Abilene,"Food and beverages",27.66,10,2019-02-14,11:26:00,"Credit card",8.9,0.48,2019,2,14
448,WALM028,Odessa,"Fashion accessories",45.74,3,2019-03-10,17:38:00,"Credit card",6.5,0.48,2019,3,10
449,WALM063,Georgetown,"Health and beauty",27.07,1,2019-01-12,20:07:00,"Credit card",5.3,0.33,2019,1,12
450,WALM077,Coppell,"Sports and travel",39.12,1,2019-03-26,11:02:00,"Credit card",9.6,0.33,2019,3,26
451,WALM099,Weatherford,"Electronic accessories",74.71,6,2019-01-01,19:07:00,Cash,6.7,0.18,2019,1,1
452,WALM077,Coppell,"Electronic accessories",22.01,6,2019-01-02,18:50:00,Cash,7.6,0.33,2019,1,2
453,WALM068,Burleson,"Food and beverages",63.61,5,2019-03-16,12:43:00,Ewallet,4.8,0.33,2019,3,16
454,WALM069,Rockwall,"Health and beauty",25,1,2019-03-03,15:09:00,Ewallet,5.5,0.33,2019,3,3
455,WALM028,Odessa,"Electronic accessories",20.77,4,2019-01-31,13:47:00,Cash,4.7,0.48,2019,1,31
456,WALM010,Laredo,"Fashion accessories",29.56,5,2019-02-13,16:59:00,Cash,6.9,0.48,2019,2,13
457,WALM080,Nacogdoches,"Food and beverages",77.4,9,2019-02-15,14:15:00,"Credit card",4.5,0.33,2019,2,15
458,WALM005,"Fort Worth","Electronic accessories",79.39,10,2019-02-07,20:24:00,Cash,6.2,0.48,2019,2,7
459,WALM091,"Little Elm","Electronic accessories",46.57,10,2019-01-27,13:58:00,Cash,7.6,0.33,2019,1,27
460,WALM074,Weslaco,"Food and beverages",35.89,1,2019-02-23,16:52:00,Cash,7.9,0.33,2019,2,23
461,WALM064,Bedford,"Food and beverages",40.52,5,2019-02-03,15:19:00,Cash,4.5,0.33,2019,2,3
462,WALM086,Rosenberg,"Food and beverages",73.05,10,2019-03-03,12:25:00,"Credit card",8.7,0.33,2019,3,3
